participant_id,trial_number,block,type,condition,version,difficulty,correct,response_time_ms,error_type,start_time,end_time
amanda500,21,BLOCK2,0-back,0-back,2,0-back,different,720,response error,2025-10-12T14:47:47.080403,2025-10-12T14:49:04.722976
amanda500,22,BLOCK2,0-back,0-back,2,0-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:49:06.729041
amanda500,23,BLOCK2,0-back,0-back,2,0-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:08.738046
amanda500,24,BLOCK2,0-back,0-back,2,0-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:49:10.743103
amanda500,25,BLOCK2,0-back,0-back,2,0-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:12.753141
amanda500,26,BLOCK2,0-back,0-back,2,0-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:14.762245
amanda500,27,BLOCK2,0-back,0-back,2,0-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:49:16.767198
amanda500,28,BLOCK2,0-back,0-back,2,0-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:18.772244
amanda500,29,BLOCK2,0-back,0-back,2,0-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:20.781381
amanda500,30,BLOCK2,0-back,0-back,2,0-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:22.804296
amanda500,31,PRACTICE2,1-back,1-back,2,1-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:34.744629
amanda500,32,PRACTICE2,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:37.750705
amanda500,33,PRACTICE2,1-back,1-back,2,1-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:49:40.761726
amanda500,34,PRACTICE2,1-back,1-back,2,1-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:49:43.769720
amanda500,35,PRACTICE2,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:47.288784
amanda500,36,PRACTICE2,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:50.297914
amanda500,37,PRACTICE2,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:53.307968
amanda500,38,PRACTICE2,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:49:56.317020
amanda500,39,PRACTICE2,1-back,1-back,2,1-back,same,550,,2025-10-12T14:47:47.080403,2025-10-12T14:49:58.377979
amanda500,40,PRACTICE2,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:01.384056
amanda500,41,BLOCK3,1-back,1-back,2,1-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:09.112058
amanda500,42,BLOCK3,1-back,1-back,2,1-back,same,550,,2025-10-12T14:47:47.080403,2025-10-12T14:50:11.117107
amanda500,43,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:13.124248
amanda500,44,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:15.129280
amanda500,45,BLOCK3,1-back,1-back,2,1-back,same,560,,2025-10-12T14:47:47.080403,2025-10-12T14:50:17.135211
amanda500,46,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:19.140248
amanda500,47,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:21.145353
amanda500,48,BLOCK3,1-back,1-back,2,1-back,same,405,,2025-10-12T14:47:47.080403,2025-10-12T14:50:23.150320
amanda500,49,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:25.155342
amanda500,50,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:27.162387
amanda500,51,BLOCK3,1-back,1-back,2,1-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:50:29.167404
amanda500,52,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:31.172529
amanda500,53,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:33.194754
amanda500,54,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:35.241646
amanda500,55,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:37.251567
amanda500,56,BLOCK3,1-back,1-back,2,1-back,same,625,,2025-10-12T14:47:47.080403,2025-10-12T14:50:39.256595
amanda500,57,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:41.261628
amanda500,58,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:43.269661
amanda500,59,BLOCK3,1-back,1-back,2,1-back,same,582,,2025-10-12T14:47:47.080403,2025-10-12T14:50:45.277681
amanda500,60,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:47.285910
amanda500,61,BLOCK3,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:49.290748
amanda500,62,BLOCK4,1-back,1-back,2,1-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:50:58.828922
amanda500,63,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:00.834078
amanda500,64,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:02.839014
amanda500,65,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:04.846143
amanda500,66,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:06.851074
amanda500,67,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:08.856093
amanda500,68,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:10.861115
amanda500,69,BLOCK4,1-back,1-back,2,1-back,same,491,,2025-10-12T14:47:47.080403,2025-10-12T14:51:12.870193
amanda500,70,BLOCK4,1-back,1-back,2,1-back,same,525,,2025-10-12T14:47:47.080403,2025-10-12T14:51:14.878213
amanda500,71,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:16.887237
amanda500,72,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:18.892265
amanda500,73,BLOCK4,1-back,1-back,2,1-back,same,1075,,2025-10-12T14:47:47.080403,2025-10-12T14:51:20.897344
amanda500,74,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:22.908856
amanda500,75,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:24.917349
amanda500,76,BLOCK4,1-back,1-back,2,1-back,same,700,,2025-10-12T14:47:47.080403,2025-10-12T14:51:26.922577
amanda500,77,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:28.930584
amanda500,78,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:30.935479
amanda500,79,BLOCK4,1-back,1-back,2,1-back,same,656,,2025-10-12T14:47:47.080403,2025-10-12T14:51:32.941523
amanda500,80,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:34.949543
amanda500,81,BLOCK4,1-back,1-back,2,1-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:51:36.957648
amanda500,82,BLOCK4,1-back,1-back,2,1-back,same,485,,2025-10-12T14:47:47.080403,2025-10-12T14:51:38.962624
amanda500,83,PRACTICE3,2-back,2-back,2,2-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:17.749309
amanda500,84,PRACTICE3,2-back,2-back,2,2-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:20.757510
amanda500,85,PRACTICE3,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:23.763416
amanda500,86,PRACTICE3,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:52:26.772608
amanda500,87,PRACTICE3,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:52:30.290653
amanda500,88,PRACTICE3,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:33.808574
amanda500,89,PRACTICE3,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:52:36.814998
amanda500,90,PRACTICE3,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:40.332004
amanda500,91,PRACTICE3,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:43.340742
amanda500,92,PRACTICE3,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:46.350962
amanda500,93,BLOCK5,2-back,2-back,2,2-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:52:59.812965
amanda500,94,BLOCK5,2-back,2-back,2,2-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:01.820005
amanda500,95,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:03.825027
amanda500,96,BLOCK5,2-back,2-back,2,2-back,same,620,,2025-10-12T14:47:47.080403,2025-10-12T14:53:05.830079
amanda500,97,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:07.836275
amanda500,98,BLOCK5,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:53:09.842155
amanda500,99,BLOCK5,2-back,2-back,2,2-back,same,865,,2025-10-12T14:47:47.080403,2025-10-12T14:53:11.847280
amanda500,100,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:13.852216
amanda500,101,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:15.857217
amanda500,102,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:17.862274
amanda500,103,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:19.867381
amanda500,104,BLOCK5,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:53:21.873364
amanda500,105,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:23.884495
amanda500,106,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:25.889426
amanda500,107,BLOCK5,2-back,2-back,2,2-back,different,1015,response error,2025-10-12T14:47:47.080403,2025-10-12T14:53:27.894451
amanda500,108,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:29.899510
amanda500,109,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:31.907563
amanda500,110,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:33.918594
amanda500,111,BLOCK5,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:53:35.928775
amanda500,112,BLOCK5,2-back,2-back,2,2-back,same,800,,2025-10-12T14:47:47.080403,2025-10-12T14:53:37.934754
amanda500,113,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:39.939662
amanda500,114,BLOCK5,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:41.947728
amanda500,115,BLOCK6,2-back,2-back,2,2-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:51.652748
amanda500,116,BLOCK6,2-back,2-back,2,2-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:53.663908
amanda500,117,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:55.674925
amanda500,118,BLOCK6,2-back,2-back,2,2-back,different,560,response error,2025-10-12T14:47:47.080403,2025-10-12T14:53:57.679976
amanda500,119,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:53:59.688003
amanda500,120,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:01.695092
amanda500,121,BLOCK6,2-back,2-back,2,2-back,same,1026,,2025-10-12T14:47:47.080403,2025-10-12T14:54:03.701148
amanda500,122,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:05.706096
amanda500,123,BLOCK6,2-back,2-back,2,2-back,different,815,response error,2025-10-12T14:47:47.080403,2025-10-12T14:54:07.711136
amanda500,124,BLOCK6,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:54:09.716176
amanda500,125,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:11.721204
amanda500,126,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:13.726234
amanda500,127,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:15.731255
amanda500,128,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:17.740487
amanda500,129,BLOCK6,2-back,2-back,2,2-back,same,1145,,2025-10-12T14:47:47.080403,2025-10-12T14:54:19.746340
amanda500,130,BLOCK6,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:54:21.759410
amanda500,131,BLOCK6,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:54:23.764433
amanda500,132,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:25.769547
amanda500,133,BLOCK6,2-back,2-back,2,2-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:54:27.775475
amanda500,134,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:29.780542
amanda500,135,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:31.786024
amanda500,136,BLOCK6,2-back,2-back,2,2-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:54:33.792605
amanda500,137,PRACTICE4,3-back,3-back,2,3-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:55:09.112418
amanda500,138,PRACTICE4,3-back,3-back,2,3-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:55:12.118477
amanda500,139,PRACTICE4,3-back,3-back,2,3-back,nogo,,,2025-10-12T14:47:47.080403,2025-10-12T14:55:15.126411
amanda500,140,PRACTICE4,3-back,3-back,2,3-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:55:18.141573
amanda500,141,PRACTICE4,3-back,3-back,2,3-back,same,1500,no response error,2025-10-12T14:47:47.080403,2025-10-12T14:55:21.656495
amanda500,142,PRACTICE4,3-back,3-back,2,3-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:55:24.669515
amanda500,143,PRACTICE4,3-back,3-back,2,3-back,different,,,2025-10-12T14:47:47.080403,2025-10-12T14:55:29.484140
